concentration_id	concentration_batch_id	concentration_comment	concentration_location_in_batch	sample_id
L01-0125.c2068	CP152		B01	
S01-0029.c3000	CP129		B04	
D01-0227.c6344	CP343		A06	
A02-0851.c489	CP296		B04	
N03-0253.c5254	CP364		D06	
A03-0300.c4138	CP120		B01	
M03-0054.c3038	CP157		D04	
O01-0202.c3826	CP264		A02	
C01-0124.c6114	CP78		C02	
O01-0249.c380	CP312		D01	
A03-0264.c7363	CP105		D02	
M03-0115.c1260	CP196		B05	
B01-0145.c252	CP153		B01	
A02-1077.c407	CP349		C01	
A03-0082.c4726	CP42		A01	
P01-0051.c1550	CP131		B04	
B01-0001.c4393	CP16		B01	
A04-0041.c2255	CP105		D06	
A02-0593.c7636	CP235		A03	
H01-0501.c864	CP350		B05	
B01-0323.c6962	CP336		B06	
B01-0089.c2044	CP84		A03	
M04-0054.c597	CP163		D02	
A01-0491.c371	CP348		C06	
A02-1066.c1465	CP348		D05	
E02-0170.c7436	CP205		C04	
R01-0024.c3933	CP131		D04	
T01-0072.c4895	CP294		C01	
A03-0243.c3823	CP107		B01	
A02-0600.c6022	CP237		B01	
R02-0021.c3621	CP163		C02	
H01-0505.c6045	CP356		B04	
G01-0180.c619	CP179		B02	
J01-0153.c4428	CP264		B05	
A02-0572.c6281	CP220		A02	
A04-0021.c87	CP86		A01	
Q01-0307.c800	CP372		C02	
A1032.c3557	CS19			
D01-0237.c3389	CP327		D03	
A01-0481.c2752	CP337		A02	
O01-0093.c2340	CP177		D02	
N03-0189.c6128	CP241		C06	
M03-0046.c6537	CP102		A05	
O01-0018.c6871	CP108		D06	
A01-0463.c1838	CP320		A04	
E02-0175.c5313	CP210		A05	
E01-0189.c5139	CP261		A05	
N03-0079.c4239	CP162		D01	
B01-0386.c2819	CP344		C04	
N03-0163.c5316	CP213		A01	
A01-0068.c7633	CP28		B03	
J01-0160.c4414	CP269		D01	
H01-0451.c4549	CP314		B06	
C01-0153.c3936	CP122		A02	
B01-0058.c2161	CP37		C03	
M03-0031.c4396	CP118		B02	
K01-0213.c7433	CP358		C04	
A0028.c3212	CS4			
A03-0265.c3980	CP117		D04	
L01-0036.c2640	CP84		D03	
B01-0067.c2495	CP33		B03	
E02-0205.c3047	CP262		B02	
C01-0178.c75	CP153		B04	
N03-0101.c825	CP182		C03	
A0239.c1680	CS13			
N03-0164.c346	CP213		A02	
M04-0091.c560	CP177		D06	
E01-0236.c1026	CP346		B03	
E01-0107.c312	CP142		B02	
L01-0075.c231	CP98		A01	
B01-0142.c1521	CP122		B01	
A04-0189.c6193	CP246		C01	
L01-0364.c986	CP359		A03	
H01-0080.c6090	CP47		D04	
E01-0026.c6574	CP63		A01	
T01-0031.c2939	CP261		C05	
M04-0102.c5200	CP229		B06	
K01-0024.c652	CP62		C02	
A02-0856.c5429	CP299		B03	
N03-0159.c1731	CP219		B05	
J01-0035.c5833	CP130		C04	
J01-0043.c6903	CP140		A05	
E02-0160.c215	CP189		D06	
N03-0234.c2082	CP313		B05	
Q01-0161.c5494	CP276		D03	
N03-0108.c7539	CP176		D01	
R02-0020.c7041	CP182		B03	
A03-0314.c3450	CP122		C04	
E02-0073.c5305	CP86		D04	
B01-0149.c5880	CP128		C02	
A04-0047.c1800	CP112		C02	
D01-0235.c6196	CP316		C03	
B01-0138.c6297	CP153		A04	
E02-0167.c6757	CP199		D03	
A1041.c3709	CS21			
A02-0089.c1023	CP10		A04	
A02-0772.c6548	CP282		A04	
C01-0235.c4147	CP207		D05	
A02-0627.c6782	CP239		B03	
C01-0201.c1660	CP172		B01	
A1071.c4873	CP0.7			
A02-0475.c2709	CP131		C05	
A02-0451.c7285	CP119		A05	
A02-0684.c1504	CP254		C01	
A02-1145.c5022	CP371		B03	
M04-0168.c578	CP312		A04	
J01-0156.c1335	CP264		C01	
E01-0016.c6647	CP47		B02	
C01-0108.c2078	CP65		B02	
R01-0154.c5694	CP348		C01	
G01-0325.c1847	CP350		D01	
B01-0143.c5836	CP133		C02	
A03-0185.c3290	CP64		C04	
H01-0185.c1931	CP121		C06	
D01-0226.c184	CP331		B03	
K01-0223.c7373	CP328		A03	
S01-0031.c6600	CP129		B06	
A03-0097.c2407	CP46		A05	
M03-0073.c4889	CP146		C02	
M04-0135.c7680	CP302		A06	
H01-0033.c6906	CP35		B01	
N03-0252.c2787	CP345		D05	
E02-0195.c3304	CP234		C02	
A02-0289.c3650	CP60		C02	
G01-0088.c5247	CP77		A06	
M03-0035.c2057	CP102		A03	
J01-0026.c621	CP118		D02	
A02-0491.c2440	CP136		D02	
R02-0087.c406	CP218		D05	
A03-0246.c5927	CP82		D03	
R01-0158.c7546	CP352		C06	
E02-0091.c3395	CP63		D02	
B01-0183.c4100	CP189		D03	
S01-0019.c2943	CP160		B04	
A02-0758.c5050	CP276		B01	
A02-1140.c6778	CP371		A04	
A02-1130.c359	CP368		C01	
C01-0078.c5980	CP83		A01	
T01-0057.c2115	CP276		C03	
O01-0006.c3321	CP108		D04	
B01-0214.c4793	CP243		C06	
M03-0185.c1270	CP331		C06	
R02-0079.c7123	CP230		A02	
M03-0207.c6382	CP364		A02	
A02-0273.c7376	CP58		B01	
F01-0035.c6205	CP157		C01	
A04-0329.c5727	CP354		B04	
B01-0437.c5397	CP361		D02	
B01-0256.c2565	CP272		A04	
B01-0295.c4010	CP283		A02	
A02-0895.c3132	CP318		A04	
N02-0065.c7543	CP136		A01	
A01-0325.c596	CP206		D03	
A04-0086.c4955	CP156		D02	
A04-0330.c4317	CP349		C06	
N03-0198.c2946	CP249		B02	
P01-0023.c6564	CP69		C04	
B01-0219.c839	CP238		D01	
A02-0706.c6378	CP259		B03	
A02-0968.c6400	CP325		D05	
A1005.c448	CS15			
A02-1070.c7126	CP349		A06	
N02-0173.c333	CP246		C03	
G01-0252.c418	CP233		A06	
N03-0117.c4796	CP176		D03	
O01-0088.c6861	CP177		C06	
R02-0251.c6357	CP369		A03	
E02-0124.c2171	CP142		D05	
L01-0106.c7481	CP152		A01	
A02-0601.c2750	CP232		C03	
L01-0166.c2342	CP180		B01	
P01-0016.c2967	CP77		C01	
A02-0929.c2531	CP30		C01	
L01-0108.c5685	CP139		B01	
R02-0123.c5266	CP202		B06	
S01-0057.c7567	CP197		D05	
E02-0086.c3944	CP63		C03	
J01-0033.c247	CP130		C02	
A1044.c5569	CS21			
E02-0221.c3789	CP282		C01	
J01-0209.c1859	CP321		D05	
N03-0060.c7444	CP130		D05	
A1063.c6768	CP0.7			
L01-0025.c4277	CP66		B01	
A02-0770.c4941	CP277		C01	
E02-0191.c5618	CP229		A03	
H01-0119.c4173	CP76		A04	
A04-0121.c5968	CP197		A01	
A01-0120.c1863	CP48		C02	
B01-0239.c5624	CP217		C05	
D01-0104.c2684	CP283		B05	
M04-0172.c7055	CP328		C02	
A01-0390.c223	CP268		A01	
A02-0650.c7294	CP245		B02	
R01-0226.c6499	CP316		D05	
H01-0074.c3409	CP63		B05	
A01-0459.c5485	CP318		A02	
A01-0059.c4159	CP26		D01	
H01-0316.c2828	CP224		A01	
A01-0203.c7193	CP10		C04	
M04-0154.c6659	CP331		D04	
N02-0098.c6749	CP161		A05	
R02-0126.c712	CP245		D05	
E02-0204.c612	CP249		D04	
L01-0292.c5601	CP310		A02	
A03-0042.c6336	CP26		A04	
L01-0186.c1606	CP207		C02	
A02-0589.c5167	CP232		B04	
K01-0068.c1262	CP125		C03	
A01-0281.c1866	CP156		B02	
L01-0334.c7644	CP341		D03	
L01-0339.c1965	CP348		A05	
A02-0104.c4619	CP11		C05	
A04-0138.c4176	CP208		D06	
B01-0173.c61	CP170		A03	
A03-0297.c259	CP122		C05	
M04-0144.c3002	CP291		A05	
B01-0194.c3059	CP185		A05	
D01-0101.c7668	CP268		D04	
A02-0598.c18	CP235		A06	
B01-0008.c3491	CP19		A04	
A03-0328.c1603	CP137		A02	
R01-0151.c813	CP358		D01	
A02-1088.c482	CP354		B02	
H01-0458.c3561	CP324		A02	
R01-0059.c6020	CP191		C03	
G01-0083.c2484	CP77		A05	
A02-0070.c1017	CP7		C03	
H01-0186.c1552	CP121		D03	
G01-0149.c6333	CP89		C03	
A01-0359.c1371	CP237		C02	
P01-0002.c6960	CP88		B03	
E01-0214.c3978	CP298		B03	
A01-0376.c7196	CP254		D01	
L01-0356.c5263	CP364		D01	
A03-0320.c2049	CP127		B04	
A02-0552.c5259	CP221		A05	
N03-0128.c1591	CP202		A02	
Q01-0151.c1765	CP271		C05	
A02-0329.c3957	CP72		D01	
M04-0016.c6736	CP103		B05	
K01-0183.c3066	CP312		C01	
Q01-0218.c5716	CP314		A02	
M03-0127.c4166	CP252		C04	
O01-0210.c6119	CP284		D06	
H01-0051.c5091	CP55		B03	
A01-0511.c7117	CP363		A02	
H01-0344.c646	CP244		A05	
G01-0139.c1712	CP104		D01	
T01-0029.c6666	CP261		C03	
A02-0152 b.c872	CS25			
M04-0078.c1410	CP177		D04	
H01-0376.c6349	CP270		D06	
A01-0449.c352	CP311		A02	
A01-0331.c3108	CP211		C05	
N03-0185.c3	CP252		C02	
J01-0248.c1912	CP369		D05	
A0031.c1692	CS4			
A02-0645.c321	CP245		A03	
H01-0417.c671	CP295		C02	
O01-0264.c3881	CP335		B02	
N02-0059.c5596	CP135		D06	
C01-0212.c633	CP181		C05	
A02-0253.c4083	CP43		B03	
D01-0093.c5401	CP143		C02	
A03-0256.c3707	CP104		A05	
O01-0126.c3175	CP229		C04	
R02-0187.c5913	CP316		A05	
H01-0224.c4842	CP155		C02	
K01-0173.c7205	CP265		B06	
Q01-0084.c4825	CP206		A05	
L01-0387.c4163	CP369		D02	
A02-0280.c7300	CP59		A01	
H01-0230.c1587	CP161		B04	
A02-0048.c4323	CP7		A06	
A02-0965.c6733	CP325		A01	
R02-0118.c2391	CP202		B05	
C01-0332.c2325	CP322		C05	
G01-0010.c6663	CP47		A01	
A02-0670.c4234	CP251		A06	
C01-0092.c790	CP92		A02	
K01-0188.c4581	CP321		A01	
A02-0711.c5713	CP263		A04	
N02-0227.c3691	CP321		A04	
N02-0077.c5134	CP154		D01	
E01-0115.c3111	CP154		C05	
N02-0144.c3384	CP216		C06	
A02-0622.c3740	CP243		A04	
A02-0740.c3063	CP273		C03	
A02-0259.c4258	CP48		B03	
E02-0233.c5868	CP315		A01	
G01-0285.c5771	CP289		A04	
H01-0123.c4086	CP76		B02	
Q01-0083.c832	CP197		D03	
A02-1012.c940	CP335		D06	
A03-0074.c2814	CP35		B02	
A02-0611.c4544	CP213		D06	
J01-0161.c71	CP269		D02	
C01-0218.c767	CP185		D04	
R01-0099.c3220	CP196		C06	
A02-0267.c3352	CP52		A02	
G01-0133.c1901	CP99		B03	
R02-0114.c680	CP195		D06	
D01-0289.c5593	CP359		C02	
D01-0250.c5916	CP353		C03	
L01-0136.c4419	CP191		A05	
H01-0172.c7347	CP111		A06	
H01-0494.c4326	CP336		A06	
R01-0131.c2241	CP247		C04	
B01-0198.c1093	CP183		D06	
B01-0257.c4012	CP266		B06	
E02-0052.c1873	CP111		B04	
C01-0164.c5424	CP133		D03	
B01-0107.c1431	CP109		C04	
N02-0266.c6227	CP349		D03	
L01-0138.c6380	CP168		A04	
D01-0072.c4717	CP97		A03	
A01-0039.c6553	CP13		D04	
H01-0094.c5177	CP54		B03	
N02-0020.c5857	CP109		D03	
A03-0150.c6602	CP64		C01	
E02-0146.c82	CP175		C02	
E01-0207.c4597	CP286		D02	
J01-0124.c6579	CP233		B06	
A03-0071.c7577	CP35		A04	
L01-0314.c2721	CP322		B02	
R01-0203.c5276	CP341		B02	
L01-0045.c5905	CP88		B01	
M04-0046.c5087	CP130		B04	
A02-0285.c5418	CP59		A03	
A04-0215.c4267	CP288		B05	
A02-0096.c5978	CP11		B03	
A02-0173.c3130	CP25		A04	
R01-0026.c3897	CP135		C04	
A04-0333.c875	CP360		C06	
A02-0437.c6402	CP112		A04	
N03-0200.c766	CP242		B03	
O01-0067.c246	CP146		A04	
R01-0038.c2934	CP119		D05	
G01-0309.c1876	CP346		C04	
C01-0168.c7338	CP139		D01	
A01-0079.c7457	CP34		A01	
B01-0144.c3652	CP126		B05	
B01-0275.c2704	CP256		C04	
J01-0067.c5705	CP167		C02	
Q01-0174.c6780	CP287		B06	
E01-0234.c1096	CP339		A04	
R02-0262.c5499	CP369		A04	
A03-0174.c4498	CP81		B02	
E02-0054.c3571	CP111		C01	
A02-0532.c7678	CP148		D04	
A02-0983.c2442	CP325		D06	
A0246.c3751	CS2			
B01-0277.c7534	CP287		A01	
N02-0188.c3795	CP281		B03	
R01-0136.c7216	CP251		D03	
A01-0416.c7682	CP292		A01	
M03-0008.c723	CP84		B05	
M03-0151.c280	CP302		D03	
L01-0057.c6556	CP113		A06	
T01-0067.c6051	CP294		C06	
H01-0419.c3687	CP295		C04	
B01-0325.c1361	CP339		B04	
P01-0022.c1272	CP70		B06	
A01-0230.c271	CP122		B05	
M03-0045.c5052	CP102		A04	
R01-0195.c3292	CP333		C04	
R01-0046.c5982	CP104		B02	
L01-0259.c7213	CP274		B03	
E02-0106.c3968	CP121		C01	
R01-0034.c1155	CP104		A06	
N02-0063.c1509	CP116		C05	
J01-0078.c6485	CP177		C02	
N03-0141.c4698	CP207		A05	
B01-0243.c2387	CP210		C01	
A04-0203.c4102	CP275		A01	
C01-0125.c5699	CP78		C03	
E02-0203.c5273	CP249		D05	
D01-0180.c4884	CP268		D06	
B01-0016.c7558	CP26		D05	
J01-0171.c7354	CP281		B02	
L01-0182.c3817	CP207		C01	
A01-0182.c2036	CP86		A04	
A02-1050.c4557	CP342		C05	
A03-0353.c1802	CP153		A01	
B01-0137.c2080	CP166		C02	
J01-0199.c1615	CP313		D02	
A02-0011.c1775	CP0.2		B03	
A04-0133.c3452	CP207		D06	
A02-0284.c5882	CP59		A02	
C01-0241.c5327	CP217		B05	
B01-0162.c48	CP132		B05	
A02-0625.c1975	CP239		B01	
B01-0045.c5844	CP59		B03	
A03-0179.c1288	CP81		B04	
N03-0007.c5020	CP119		D02	
K01-0085.c3076	CP139		A04	
B01-0380.c3165	CP336		C03	
A02-0008.c647	CP0.2		A06	
A02-0002.c755	CP0.1		C05	
C01-0165.c5878	CP133		D04	
A04-0310.c1662	CP334		C05	
M04-0039.c7497	CP118		C01	
J01-0170.c2977	CP281		B01	
D01-0135.c2033	CP210		B03	
R02-0232.c3251	CP360		B01	
R02-0183.c5202	CP335		A02	
Q01-0190.c319	CP295		B01	
M03-0220.c7657	CP358		B03	
K01-0174.c2510	CP261		B06	
B01-0074.c3487	CP37		A01	
J01-0155.c2642	CP264		C02	
T01-0052.c6676	CP271		B04	
H01-0269.c3073	CP185		C02	
A02-0257.c6835	CP48		B02	
G01-0234.c659	CP197		B01	
R02-0005.c2958	CP182		A06	
H01-0184.c1471	CP121		D05	
A01-0018.c4065	CP7		C06	
A04-0065.c5158	CP132		D03	
G02-0001.c6673	CP24		A04	
R01-0197.c6092	CP322		D03	
S01-0058.c3309	CP197		D06	
M03-0202.c2384	CP363		D06	
A1026.c483	CS18			
M03-0012.c6569	CP98		A04	
O01-0245.c5761	CP313		C03	
N03-0139.c3209	CP198		B02	
M04-0159.c2998	CP319		C02	
N03-0005.c233	CP109		B02	
K01-0090.c3515	CP145		B06	
A01-0474.c3562	CP332		B05	
A04-0043.c2625	CP107		A04	
N02-0217.c3620	CP305		A05	
N03-0203.c4434	CP284		C06	
H01-0338.c5659	CP238		A01	
L01-0073.c6087	CP97		D05	
A01-0283.c1056	CP156		B04	
H01-0282.c7089	CP194		B04	
M03-0052.c1372	CP129		A03	
Q01-0265.c7329	CP344		D02	
A03-0270.c1551	CP96		A04	
R01-0115.c1783	CP203		C05	
E02-0190.c1315	CP229		A02	
A01-0154.c7605	CP65		A01	
M03-0083.c1261	CP162		B02	
M03-0051.c5816	CP129		A02	
L01-0246.c7179	CP274		B02	
R01-0081.c1195	CP264		D03	
C01-0088.c1983	CP91		D04	
A01-0366.c960	CP245		C02	
A02-0653.c3755	CP245		B05	
D01-0144.c6685	CP223		B01	
A02-0216.c5957	CP38		A02	
N03-0116.c3506	CP167		A03	
D01-0149.c3001	CP216		A03	
E02-0183.c7247	CP1		A01	
L01-0293.c2160	CP306		D04	
E02-0072.c1986	CP86		D03	
A02-0738.c7478	CP273		C05	
A02-1079.c2919	CP351		B01	
L01-0215.c6327	CP225		C04	
L01-0065.c7405	CP103		D05	
G01-0134.c3981	CP110		A03	
B01-0197.c5463	CP176		B01	
A02-1129.c1053	CP368		A05	
A01-0385.c666	CP263		C05	
R02-0091.c1388	CP218		D06	
A02-0120.c3024	CP16		C05	
R01-0045.c5602	CP119		D03	
M03-0119.c6870	CP218		A04	
A04-0240.c3905	CP311		B03	
G01-0273.c3857	CP244		C03	
G02-0095.c4374	CP80		B03	
B01-0026.c7482	CP45		C01	
L01-0235.c3503	CP252		B02	
A02-0456.c2532	CP120		A05	
C01-0341.c2341	CP333		A01	
A02-0697.c5517	CP259		A02	
H01-0436.c3018	CP309		D01	
A1037.c2434	CS20			
A04-0201.c4477	CP273		A06	
A02-0345.c49	CP76		D05	
A02-1062.c3085	CP346		D03	
E02-0083.c1786	CP76		B06	
K01-0107.c5813	CP186		C05	
G01-0155.c4925	CP137		C01	
P01-0058.c6280	CP131		D05	
N02-0156.c6167	CP238		B05	
N02-0248.c4942	CP321		A06	
N03-0250.c1069	CP322		C03	
S01-0033.c5772	CP129		C02	
H01-0110.c212	CP68		A01	
F01-0001.c3287	CP18		A01	
L01-0289.c759	CP303		C04	
H01-0061.c1206	CP59		D01	
J01-0125.c5198	CP233		C01	
R01-0032.c3351	CP114		B06	
S01-0059.c4505	CP198		A01	
A01-0214.c4578	CP111		D04	
B01-0404.c290	CP339		B05	
M04-0138.c5997	CP279		C01	
C01-0282.c623	CP264		C04	
R02-0197.c4337	CP328		D03	
A01-0162.c1708	CP69		A03	
O01-0273.c6009	CP337		D01	
J01-0082.c2790	CP180		A02	
A02-1099.c5666	CP357		D03	
O01-0042.c4841	CP86		D01	
G01-0317.c4779	CP362		B06	
H01-0277.c7519	CP189		C01	
B01-0053.c5459	CP37		C04	
A02-0906.c1140	CP315		C05	
R01-0017.c2392	CP129		B01	
G01-0311.c6970	CP366		C03	
A01-0333.c3692	CP214		D02	
M03-0208.c1908	CP369		C05	
E01-0083.c3112	CP104		C04	
B01-0202.c1107	CP243		C05	
A04-0107.c3420	CP180		D04	
N03-0245.c6476	CP322		C01	
A04-0089.c822	CP164		A03	
N03-0045.c3882	CP80		B06	
A01-0159.c1911	CP65		C04	
E01-0135.c5788	CP182		C01	
A02-0013.c1203	CP0.1		A04	
N03-0237.c4458	CP318		C01	
A02-0261.c747	CP45		C04	
R02-0147.c4199	CP246		A03	
A02-0576.c4582	CP228		B05	
A1036.c2496	CS20			
M04-0024.c6727	CP99		A02	
R02-0210.c5402	CP335		A05	
N02-0220.c4677	CP305		A06	
B01-0390.c1885	CP357		C03	
M03-0034.c1592	CP124		A02	
D01-0213.c5663	CP301		C02	
A02-1107.c3878	CP360		C05	
O01-0278.c1671	CP359		D06	
A03-0279.c5579	CP125		A05	
A01-0184.c331	CP86		A06	
A01-0499.c655	CP351		A04	
B01-0052.c2135	CP34		C04	
J01-0218.c315	CP333		B06	
R01-0178.c4030	CP341		A06	
G01-0100.c6473	CP85		C02	
A1082.c3280	CP0.8			
A02-0583.c5092	CP243		A01	
J01-0081.c5380	CP180		A01	
O01-0253.c5466	CP313		C05	
A03-0032.c1711	CP21		C01	
H01-0386.c2839	CP275		C04	
L01-0311.c7598	CP318		C06	
A01-0047.c2745	CP17		A06	
E01-0152.c5051	CP211		C02	
H01-0201.c5981	CP132		C05	
R01-0157.c3291	CP352		C05	
A02-0039.c4008	CP4		A05	
A03-0109.c3320	CP33		C02	
N02-0099.c780	CP154		D05	
A03-0350.c5349	CP142		C06	
P01-0044.c1271	CP114		A06	
A01-0398.c3609	CP273		D06	
G01-0125.c2441	CP120		D06	
G01-0099.c83	CP77		B01	
J01-0086.c690	CP186		A03	
E02-0098.c4348	CP63		C05	
L01-0164.c2284	CP172		B06	
H01-0096.c5224	CP54		C01	
B01-0015.c4101	CP22		B03	
A0048.c2633	CS9			
A04-0006.c3186	CP72		B03	
A02-0646.c3651	CP245		A04	
A01-0313.c6618	CP195		A03	
A02-0676.c5556	CP254		A05	
E02-0161.c4513	CP195		A06	
A01-0523.c7394	CP373		C04	
J01-0227.c4753	CP341		C06	
Q01-0309.c3572	CP372		C04	
C01-0083.c5744	CP87		D02	
E02-0108.c5805	CP126		C01	
A03-0178.c6233	CP81		C02	
A03-0033.c6052	CP21		C02	
B01-0453.c4075	CP372		D04	
N03-0028.c7681	CP93		A02	
L01-0318.c904	CP318		D04	
A02-0865.c2225	CP296		B06	
C01-0258.c7169	CP235		D06	
A01-0041.c1362	CP17		A02	
Q01-0191.c4634	CP295		B02	
R02-0084.c6601	CP235		B04	
A01-0007.c6624	CP0.3		B01	
H01-0288.c6860	CP199		B04	
K01-0114.c6699	CP181		B02	
C01-0030.c4467	CP33		D03	
A1006.c6471	CS15			
C01-0197.c2170	CP168		D04	
N03-0075.c1930	CP135		B06	
A02-0714.c733	CP263		B01	
E01-0055.c2722	CP71		B03	
A04-0137.c771	CP214		C03	
H01-0321.c7468	CP224		A06	
E02-0081.c1215	CP76		B04	
A01-0462.c6177	CP320		A03	
R01-0262.c7095	CP369		A05	
A04-0159.c1189	CP265		B01	
A01-0232.c3588	CP127		B02	
A04-0015.c6401	CP78		C05	
R01-0113.c7254	CP275		A02	
C01-0272.c4756	CP252		D04	
C01-0192.c6236	CP195		B04	
A02-0752.c5009	CP276		A02	
C01-0048.c255	CP45		A04	
A02-0035.c2242	CP4		A01	
L01-0099.c667	CP123		C06	
A02-0319.c4011	CP68		C02	
A03-0031.c6424	CP21		B04	
N02-0250.c3183	CP349		D01	
Q01-0166.c538	CP280		D02	
T01-0097.c6935	CP332		A04	
O01-0158.c6459	CP240		C03	
H01-0239.c5553	CP166		B02	
E01-0219.c1688	CP326		D03	
L01-0304.c4516	CP333		D06	
L01-0027.c1432	CP84		C03	
A03-0027.c158	CP17		C06	
H01-0154.c5944	CP10		A02	
A02-0960.c4984	CP325		A03	
H01-0072.c1672	CP63		B04	
D01-0176.c851	CP259		C05	
N02-0053.c5676	CP135		D05	
E02-0079.c5473	CP82		A04	
B01-0090.c4568	CP78		A02	
D01-0032.c5333	CP72		D02	
N03-0290.c3916	CP365		A03	
L01-0119.c4124	CP146		D03	
C01-0359.c7007	CP347		D06	
O01-0279.c6091	CP335		B04	
A04-0317.c6249	CP338		D03	
A01-0063.c19	CP27		A03	
Q01-0094.c7416	CP210		D06	
A02-0841.c5201	CP296		A04	
D01-0136.c1472	CP220		B02	
A02-0314.c1730	CP67		D06	
G02-0002.c1488	CP24		B01	
H01-0045.c5762	CP39		B03	
N02-0048.c7613	CP83		B02	
B01-0189.c4298	CP189		D05	
A02-0365.c1520	CP83		D05	
G01-0315.c1899	CP362		B05	
A02-1154.c3252	CP373		C06	
N03-0153.c1818	CP242		A02	
K01-0044.c2843	CP89		A01	
A03-0088.c4364	CP46		C01	
A02-0466.c6463	CP127		A06	
H01-0337.c1303	CP237		D06	
A01-0004.c373	CP0.2		A03	
Q01-0197.c7153	CP298		A05	
J01-0197.c2641	CP313		C06	
A02-0605.c4185	CP1		D03	
G01-0239.c5119	CP124		D03	
E02-0085.c7238	CP76		C02	
E01-0014.c6596	CP47		A06	
A02-0135.c3868	CP19		B04	
A02-0292.c6517	CP62		A01	
H01-0053.c5476	CP55		C01	
A02-1075.c5218	CP349		B05	
O01-0218.c5673	CP280		A03	
D01-0027.c4219	CP115		B05	
D01-0198.c3997	CP254		D05	
A02-0323.c3913	CP77		A01	
O01-0159.c1079	CP240		C04	
O01-0248.c7413	CP313		C04	
R02-0115.c3099	CP190		B06	
H01-0465.c6134	CP327		A03	
H01-0078.c1661	CP44		A04	
B01-0011.c2846	CP17		C02	
H01-0523.c6158	CP367		D04	
L01-0397.c6593	CP369		D04	
H01-0400.c1824	CP289		D02	
Q01-0060.c7156	CP183		B06	
A02-1029.c7040	CP340		A03	
H01-0090.c4658	CP51		D03	
L01-0369.c4667	CP359		A05	
E02-0103.c1801	CP115		C02	
M03-0213.c3451	CP358		B01	
E02-0231.c6466	CP311		D06	
D01-0102.c492	CP237		A01	
C01-0050.c5881	CP48		D05	
H01-0213.c746	CP143		B01	
A02-0232.c1306	CP40		A04	
R01-0018.c5900	CP129		B02	
G01-0128.c3135	CP94		C01	
A1075.c1060	CP0.7			
M04-0018.c4952	CP99		A03	
N03-0040.c5947	CP80		B05	
K01-0110.c6983	CP181		A06	
G01-0102.c4987	CP125		B03	
C01-0033.c737	CP33		D06	
M04-0020.c6427	CP88		D03	
M03-0164.c1046	CP289		B03	
A01-0379.c2420	CP247		A02	
A02-1010.c2923	CP335		D04	
Q01-0015.c6202	CP155		A06	
K01-0011.c5373	CP56		C05	
A02-0293.c1231	CP62		A02	
A02-0767.c5376	CP277		B04	
D01-0082.c663	CP162		A01	
L01-0201.c6174	CP241		D04	
H01-0150.c7257	CP95		B02	
B01-0229.c920	CP195		C02	
D01-0065.c2562	CP130		B01	
E02-0149.c5649	CP175		C05	
K01-0171.c7316	CP240		D04	
A02-0254.c1541	CP48		B05	
E01-0112.c2879	CP148		B01	
I01-0005.c6385	CP34		B02	
L01-0332.c5436	CP348		A02	
K01-0159.c4464	CP261		B04	
A01-0122.c1970	CP49		A01	
E01-0215.c7397	CP298		B04	
T01-0005.c6627	CP201		C02	
E02-0176.c5829	CP210		A06	
O01-0205.c2112	CP274		C06	
R01-0175.c5299	CP286		A06	
G01-0287.c2926	CP346		C02	
C01-0331.c4909	CP322		C04	
O01-0231.c7526	CP335		A06	
H01-0259.c6986	CP175		C01	
C01-0333.c5747	CP322		C06	
C01-0129.c3392	CP101		D03	
A01-0213.c1043	CP111		D06	
N03-0019.c182	CP114		C03	
M03-0172.c4637	CP303		A01	
G01-0292.c5227	CP346		C03	
H01-0173.c50	CP111		A04	
A02-0208.c2351	CP33		C05	
N02-0183.c3847	CP275		B04	
A01-0126.c341	CP57		A02	
N02-0209.c6480	CP299		D01	
N02-0049.c236	CP78		A06	
A02-0544.c2692	CP150		C03	
A02-0103.c981	CP11		B06	
A01-0327.c5433	CP208		D05	
H01-0160.c3790	CP105		A05	
A02-0210.c7313	CP33		D01	
A04-0099.c2287	CP169		B01	
M04-0101.c2018	CP241		A04	
D01-0033.c2024	CP118		A02	
R01-0007.c4664	CP140		D04	
A02-1134.c1770	CP368		C06	
A01-0363.c5025	CP243		C03	
H01-0425.c5449	CP30		A04	
B01-0310.c3160	CP324		B01	
R02-0230.c591	CP360		A06	
O01-0183.c6273	CP293		C02	
A02-0935.c1827	CP30		C06	
H01-0385.c1406	CP271		A06	
Q01-0147.c7282	CP261		A06	
C01-0318.c6883	CP296		D01	
A04-0305.c5700	CP326		B03	
M03-0015.c6785	CP84		C01	
R01-0273.c7004	CP366		A04	
H01-0402.c2001	CP289		D04	
A0220.c6638	CS11			
A0040.c4210	CS7			
M04-0073.c6301	CP151		C05	
A03-0125.c3341	CP91		A06	
A01-0205.c1150	CP101		C03	
K01-0051.c2085	CP108		A06	
Q01-0134.c6137	CP249		C04	
N03-0273.c6276	CP352		C03	
A02-0347.c4851	CP76		D03	
E01-0071.c7278	CP89		D02	
M04-0186.c1332	CP347		C03	
Q01-0278.c1610	CP350		D04	
A02-0924.c7021	CP301		A06	
H01-0059.c5302	CP59		C04	
G01-0322.c110	CP366		C04	
H01-0295.c3994	CP206		B03	
A1096.c7600	CP0.9			
A02-0295.c6830	CP62		A04	
R02-0243.c3532	CP339		B02	
A02-0847.c6514	CP288		A06	
