concentration_id	sample_id	concentration_batch_id	concentration_location_in_batch	concentration_comment
C01-0040.c1	C01-0040	CP40	C01	
C01-0039.c1	C01-0039	CP40	C02	
C01-0038.c1	C01-0038	CP40	C03	
A02-0235.c1	A02-0235	CP40	C04	
A02-0236.c1	A02-0236	CP40	D01	
A02-0234.c1	A02-0234	CP40	D02	
A02-0233.c1	A02-0233	CP40	D03	
C01-0043.c1	C01-0043	CP41	A01	
C01-0044.c1	C01-0044	CP41	A02	
C01-0045.c1	C01-0045	CP41	A03	
C01-0046.c1	C01-0046	CP41	A04	
C01-0047.c1	C01-0047	CP41	A05	
A01-0094.c1	A01-0094	CP41	A06	
A01-0095.c1	A01-0095	CP41	B01	
A01-0096.c1	A01-0096	CP41	B02	
A01-0097.c1	A01-0097	CP41	B03	
A01-0098.c1	A01-0098	CP41	B04	
A01-0099.c1	A01-0099	CP41	B05	
A01-0100.c1	A01-0100	CP41	B06	
A01-0111.c1	A01-0111	CP41	C01	
A01-0112.c1	A01-0112	CP41	C02	
B01-0059.c1	B01-0059	CP41	C03	
B01-0065.c1	B01-0065	CP41	C04	
B01-0070.c1	B01-0070	CP41	C05	
E02-0012.c1	E02-0012	CP41	C06	
E02-0013.c1	E02-0013	CP41	D01	
E02-0014.c1	E02-0014	CP41	D02	
E02-0015.c1	E02-0015	CP41	D03	
A03-0082.c1	A03-0082	CP42	A01	
A03-0117.c1	A03-0117	CP42	A02	
A03-0200.c1	A03-0200	CP42	A03	
A03-0201.c1	A03-0201	CP42	A04	
A03-0093.c1	A03-0093	CP42	A05	
A03-0081.c1	A03-0081	CP42	B01	
A03-0092.c1	A03-0092	CP42	B02	
A03-0083.c1	A03-0083	CP42	B03	
A03-0095.c1	A03-0095	CP42	B04	
A03-0096.c1	A03-0096	CP42	B05	
A03-0084.c1	A03-0084	CP42	B06	
A03-0118.c1	A03-0118	CP42	C01	
A03-0205.c1	A03-0205	CP42	C02	
A03-0204.c1	A03-0204	CP42	C03	
A03-0203.c1	A03-0203	CP42	C04	
A03-0202.c1	A03-0202	CP42	C05	
A03-0094.c1	A03-0094	CP42	C06	
A02-0237.c1	A02-0237	CP43	A01	
A02-0238.c1	A02-0238	CP43	A02	
A02-0239.c1	A02-0239	CP43	A03	
A02-0240.c1	A02-0240	CP43	A04	
A02-0241.c1	A02-0241	CP43	A05	
A02-0242.c1	A02-0242	CP43	A06	
A02-0244.c1	A02-0244	CP43	B01	
A02-0245.c1	A02-0245	CP43	B02	
A02-0253.c1	A02-0253	CP43	B03	
E01-0011.c1	E01-0011	CP43	B04	
E01-0012.c1	E01-0012	CP43	B05	
E01-0013.c1	E01-0013	CP43	B06	
G01-0019.c1	G01-0019	CP43	C01	
G01-0018.c1	G01-0018	CP43	C02	
G01-0016.c1	G01-0016	CP43	C03	
G01-0080.c1	G01-0080	CP43	C04	
G01-0050.c1	G01-0050	CP43	C05	
B01-0054.c1	B01-0054	CP43	C06	
B01-0055.c1	B01-0055	CP43	D01	
B01-0060.c1	B01-0060	CP43	D02	
I01-0047.c1	I01-0047	CP43	D03	
I01-0046.c1	I01-0046	CP43	D04	
H01-0050.c1	H01-0050	CP44	A01	
H01-0077.c1	H01-0077	CP44	A02	
H01-0076.c1	H01-0076	CP44	A03	
H01-0078.c1	H01-0078	CP44	A04	
H01-0079.c1	H01-0079	CP44	B01	
G02-0019.c1	G02-0019	CP44	B02	
A01-0113.c1	A01-0113	CP44	B03	
A01-0114.c1	A01-0114	CP44	B04	
A01-0115.c1	A01-0115	CP44	C01	
A02-0247.c1	A02-0247	CP44	C02	
A02-0243.c1	A02-0243	CP44	C03	
A02-0249.c1	A02-0249	CP44	C04	
A02-0250.c1	A02-0250	CP44	D01	
A01-0116.c1	A01-0116	CP45	A01	
A01-0117.c1	A01-0117	CP45	A02	
A01-0118.c1	A01-0118	CP45	A03	
C01-0048.c1	C01-0048	CP45	A04	
C01-0051.c1	C01-0051	CP45	B04	
B01-0026.c1	B01-0026	CP45	C01	
B01-0027.c1	B01-0027	CP45	C02	
A02-0262.c1	A02-0262	CP45	C03	
A02-0261.c1	A02-0261	CP45	C04	
A02-0248.c1	A02-0248	CP45	D01	
A02-0260.c1	A02-0260	CP45	D02	
A03-0114.c1	A03-0114	CP46	A01	
A03-0113.c1	A03-0113	CP46	A02	
A03-0106.c1	A03-0106	CP46	A03	
A03-0119.c1	A03-0119	CP46	A04	
A03-0097.c1	A03-0097	CP46	A05	
A03-0089.c1	A03-0089	CP46	A06	
A03-0129.c1	A03-0129	CP46	B01	
A03-0120.c1	A03-0120	CP46	B02	
A03-0115.c1	A03-0115	CP46	B03	
A03-0131.c1	A03-0131	CP46	B04	
A03-0133.c1	A03-0133	CP46	B05	
A03-0128.c1	A03-0128	CP46	B06	
A03-0088.c1	A03-0088	CP46	C01	
A03-0153.c1	A03-0153	CP46	C02	
G01-0010.c1	G01-0010	CP47	A01	
G01-0014.c1	G01-0014	CP47	A02	
G01-0035.c1	G01-0035	CP47	A03	
G01-0040.c1	G01-0040	CP47	A04	
G01-0045.c1	G01-0045	CP47	A05	
E01-0014.c1	E01-0014	CP47	A06	
E01-0015.c1	E01-0015	CP47	B01	
E01-0016.c1	E01-0016	CP47	B02	
E01-0017.c1	E01-0017	CP47	B03	
A02-0255.c1	A02-0255	CP47	B04	
A02-0252.c1	A02-0252	CP47	B05	
A02-0258.c1	A02-0258	CP47	B06	
A02-0251.c1	A02-0251	CP47	C01	
G02-0023.c1	G02-0023	CP47	C02	
G02-0022.c1	G02-0022	CP47	C03	
G02-0024.c1	G02-0024	CP47	C04	
E02-0016.c1	E02-0016	CP47	C05	
E02-0017.c1	E02-0017	CP47	C06	
E02-0018.c1	E02-0018	CP47	D01	
E02-0019.c1	E02-0019	CP47	D02	
H01-0049.c1	H01-0049	CP47	D03	
H01-0080.c1	H01-0080	CP47	D04	
H01-0082.c1	H01-0082	CP47	D05	
H01-0081.c1	H01-0081	CP47	D06	
H01-0083.c1	H01-0083	CP48	A01	
H01-0085.c1	H01-0085	CP48	A02	
H01-0084.c1	H01-0084	CP48	A03	
H01-0086.c1	H01-0086	CP48	A04	
B01-0028.c1	B01-0028	CP48	A05	
B01-0029.c1	B01-0029	CP48	B01	
A02-0257.c1	A02-0257	CP48	B02	
A02-0259.c1	A02-0259	CP48	B03	
A02-0263.c1	A02-0263	CP48	B04	
A02-0254.c1	A02-0254	CP48	B05	
A01-0119.c1	A01-0119	CP48	C01	
A01-0120.c1	A01-0120	CP48	C02	
A01-0121.c1	A01-0121	CP48	C03	
A03-0138.c1	A03-0138	CP48	C04	
A03-0145.c1	A03-0145	CP48	C05	
A03-0139.c1	A03-0139	CP48	D01	
A03-0140.c1	A03-0140	CP48	D02	
C01-0052.c1	C01-0052	CP48	D03	
C01-0049.c1	C01-0049	CP48	D04	
C01-0050.c1	C01-0050	CP48	D05	
A01-0122.c1	A01-0122	CP49	A01	
A01-0123.c1	A01-0123	CP49	A02	
A01-0124.c1	A01-0124	CP49	A03	
D01-0022.c1	D01-0022	CP49	A04	
C01-0053.c1	C01-0053	CP49	B01	
C01-0054.c1	C01-0054	CP49	B02	
C01-0055.c1	C01-0055	CP49	B03	
C01-0056.c1	C01-0056	CP49	B04	
C01-0057.c1	C01-0057	CP49	C01	
A02-0256.c1	A02-0256	CP49	C02	
A02-0264.c1	A02-0264	CP49	C03	
A02-0265.c1	A02-0265	CP49	C04	
A03-0148.c1	A03-0148	CP49	C05	
A03-0158.c1	A03-0158	CP49	C06	
A03-0149.c1	A03-0149	CP49	D01	
A03-0143.c1	A03-0143	CP49	D02	
A03-0102.c1	A03-0102	CP49	D03	
A03-0104.c1	A03-0104	CP49	D04	
A03-0105.c1	A03-0105	CP49	D05	
A03-0107.c1	A03-0107	CP49	D06	
A03-0110.c1	A03-0110	CP49	A06	
A03-0111.c1	A03-0111	CP49	B06	
B01-0031.c1	B01-0031	CP50	A01	
B01-0033.c1	B01-0033	CP50	A02	
B01-0032.c1	B01-0032	CP50	A03	
G01-0009.c1	G01-0009	CP50	A04	
G01-0006.c1	G01-0006	CP50	A05	
E01-0018.c1	E01-0018	CP50	B01	
E01-0019.c1	E01-0019	CP50	B02	
G01-0013.c1	G01-0013	CP50	B03	
E01-0021.c1	E01-0021	CP50	B04	
E01-0022.c1	E01-0022	CP50	B05	
K01-0008.c1	K01-0008	CP50	C01	
K01-0015.c1	K01-0015	CP50	C02	
K01-0012.c1	K01-0012	CP50	C03	
K01-0001.c1	K01-0001	CP50	C04	
K01-0022.c1	K01-0022	CP50	C05	
A03-0130.c1	A03-0130	CP50	D01	
A03-0135.c1	A03-0135	CP50	D02	
A03-0141.c1	A03-0141	CP50	D03	
A03-0156.c1	A03-0156	CP50	D04	
B01-0030.c1	B01-0030	CP51	A01	
B01-0040.c1	B01-0040	CP51	A02	
E02-0020.c1	E02-0020	CP51	A03	
E02-0021.c1	E02-0021	CP51	A04	
E02-0022.c1	E02-0022	CP51	B01	
A02-0269.c1	A02-0269	CP51	B02	
A02-0270.c1	A02-0270	CP51	B03	
A02-0271.c1	A02-0271	CP51	B04	
A02-0246.c1	A02-0246	CP51	C01	
A02-0266.c1	A02-0266	CP51	C02	
H01-0087.c1	H01-0087	CP51	C03	
H01-0088.c1	H01-0088	CP51	C04	
H01-0091.c1	H01-0091	CP51	D01	
H01-0092.c1	H01-0092	CP51	D02	
H01-0090.c1	H01-0090	CP51	D03	
H01-0093.c1	H01-0093	CP51	D04	
H01-0089.c1	H01-0089	CP51	D05	
A02-0268.c1	A02-0268	CP52	A01	
A02-0267.c1	A02-0267	CP52	A02	
A02-0276.c1	A02-0276	CP52	A03	
A02-0275.c1	A02-0275	CP52	A04	
A01-0128.c1	A01-0128	CP52	A05	
A01-0130.c1	A01-0130	CP52	B01	
A01-0129.c1	A01-0129	CP52	B02	
D01-0002.c1	D01-0002	CP52	B03	
C01-0058.c1	C01-0058	CP52	B04	
C01-0059.c1	C01-0059	CP52	B05	
C01-0060.c1	C01-0060	CP52	C01	
C01-0061.c1	C01-0061	CP52	C02	
C01-0062.c1	C01-0062	CP52	C03	
A03-0142.c1	A03-0142	CP52	C04	
A03-0157.c1	A03-0157	CP52	C05	
A03-0147.c1	A03-0147	CP52	D01	
A03-0136.c1	A03-0136	CP52	D02	
A03-0154.c1	A03-0154	CP52	D03	
A03-0137.c1	A03-0137	CP52	D04	
A03-0144.c1	A03-0144	CP52	D05	
A03-0151.c1	A03-0151	CP52	D06	
G01-0007.c1	G01-0007	CP53	A01	
G01-0011.c1	G01-0011	CP53	A02	
G01-0012.c1	G01-0012	CP53	A03	
G01-0017.c1	G01-0017	CP53	A04	
A03-0112.c1	A03-0112	CP53	B01	
A03-0152.c1	A03-0152	CP53	B02	
A03-0155.c1	A03-0155	CP53	B03	
A03-0161.c1	A03-0161	CP53	B04	
A01-0131.c1	A01-0131	CP54	A01	
A01-0132.c1	A01-0132	CP54	A02	
A01-0133.c1	A01-0133	CP54	A03	
A01-0134.c1	A01-0134	CP54	A04	
A01-0135.c1	A01-0135	CP54	B01	
A01-0136.c1	A01-0136	CP54	B02	
H01-0094.c1	H01-0094	CP54	B03	
H01-0095.c1	H01-0095	CP54	B04	
H01-0096.c1	H01-0096	CP54	C01	
H01-0097.c1	H01-0097	CP54	C02	
H01-0098.c1	H01-0098	CP54	C03	
H01-0099.c1	H01-0099	CP54	C04	
H01-0100.c1	H01-0100	CP54	D01	
E02-0023.c1	E02-0023	CP54	D02	
E02-0024.c1	E02-0024	CP54	D03	
E02-0025.c1	E02-0025	CP54	D04	
A01-0137.c1	A01-0137	CP55	A01	
A01-0138.c1	A01-0138	CP55	A02	
A01-0139.c1	A01-0139	CP55	A03	
A01-0140.c1	A01-0140	CP55	A04	
A01-0141.c1	A01-0141	CP55	B01	
A01-0142.c1	A01-0142	CP55	B02	
H01-0051.c1	H01-0051	CP55	B03	
H01-0052.c1	H01-0052	CP55	B04	
H01-0053.c1	H01-0053	CP55	C01	
H01-0054.c1	H01-0054	CP55	C02	
H01-0055.c1	H01-0055	CP55	C03	
H01-0056.c1	H01-0056	CP55	C04	
H01-0057.c1	H01-0057	CP55	C05	
C01-0063.c1	C01-0063	CP56	A01	
C01-0064.c1	C01-0064	CP56	A02	
C01-0065.c1	C01-0065	CP56	A03	
C01-0066.c1	C01-0066	CP56	A04	
C01-0067.c1	C01-0067	CP56	A05	
C01-0068.c1	C01-0068	CP56	A06	
C01-0069.c1	C01-0069	CP56	B01	
C01-0070.c1	C01-0070	CP56	B02	
C01-0071.c1	C01-0071	CP56	B03	
C01-0072.c1	C01-0072	CP56	B04	
B01-0036.c1	B01-0036	CP56	B05	
B01-0037.c1	B01-0037	CP56	B06	
B01-0038.c1	B01-0038	CP56	C01	
K01-0006.c1	K01-0006	CP56	C02	
K01-0016.c1	K01-0016	CP56	C03	
K01-0004.c1	K01-0004	CP56	C04	
K01-0011.c1	K01-0011	CP56	C05	
K01-0023.c1	K01-0023	CP56	C06	
G01-0033.c1	G01-0033	CP56	D01	
G01-0034.c1	G01-0034	CP56	D02	
G01-0038.c1	G01-0038	CP56	D03	
G01-0039.c1	G01-0039	CP56	D04	
G01-0044.c1	G01-0044	CP56	D05	
G01-0048.c1	G01-0048	CP56	D06	
A01-0125.c1	A01-0125	CP57	A01	
A01-0126.c1	A01-0126	CP57	A02	
A01-0127.c1	A01-0127	CP57	A03	
A01-0143.c1	A01-0143	CP57	A04	
A01-0144.c1	A01-0144	CP57	A05	
A01-0145.c1	A01-0145	CP57	A06	
G01-0079.c1	G01-0079	CP57	B01	
G01-0078.c1	G01-0078	CP57	B02	
G01-0008.c1	G01-0008	CP57	B03	
G01-0086.c1	G01-0086	CP57	B04	
G01-0049.c1	G01-0049	CP57	B05	
B01-0039.c1	B01-0039	CP57	B06	
B01-0041.c1	B01-0041	CP57	C01	
B01-0042.c1	B01-0042	CP57	C02	
J01-0001.c1	J01-0001	CP57	C03	
J01-0002.c1	J01-0002	CP57	C04	
J01-0003.c1	J01-0003	CP57	C05	
J01-0004.c1	J01-0004	CP57	C06	
J01-0005.c1	J01-0005	CP57	D01	
J01-0006.c1	J01-0006	CP57	D02	
J01-0007.c1	J01-0007	CP57	D03	
J01-0008.c1	J01-0008	CP57	D04	
A02-0279.c1	A02-0279	CP57	D05	
A02-0282.c1	A02-0282	CP57	D06	
A02-0272.c1	A02-0272	CP58	A01	
A02-0274.c1	A02-0274	CP58	A02	
A02-0277.c1	A02-0277	CP58	A03	
A02-0281.c1	A02-0281	CP58	A04	
A02-0273.c1	A02-0273	CP58	B01	
A01-0146.c1	A01-0146	CP58	B02	
A01-0147.c1	A01-0147	CP58	B03	
A01-0148.c1	A01-0148	CP58	B04	
C01-0073.c1	C01-0073	CP58	C01	
C01-0074.c1	C01-0074	CP58	C02	
C01-0075.c1	C01-0075	CP58	C03	
C01-0101.c1	C01-0101	CP58	C04	
C01-0102.c1	C01-0102	CP58	C05	
A02-0280.c1	A02-0280	CP59	A01	
A02-0284.c1	A02-0284	CP59	A02	
A02-0285.c1	A02-0285	CP59	A03	
A02-0286.c1	A02-0286	CP59	A04	
D01-0017.c1	D01-0017	CP59	A05	
B01-0043.c1	B01-0043	CP59	B01	
B01-0044.c1	B01-0044	CP59	B02	
B01-0045.c1	B01-0045	CP59	B03	
K01-0010.c1	K01-0010	CP59	B04	
K01-0013.c1	K01-0013	CP59	B05	
K01-0021.c1	K01-0021	CP59	C01	
K01-0045.c1	K01-0045	CP59	C02	
H01-0058.c1	H01-0058	CP59	C03	
H01-0059.c1	H01-0059	CP59	C04	
H01-0060.c1	H01-0060	CP59	C05	
H01-0061.c1	H01-0061	CP59	D01	
H01-0062.c1	H01-0062	CP59	D02	
H01-0063.c1	H01-0063	CP59	D03	
H01-0064.c1	H01-0064	CP59	D04	
E01-0023.c1	E01-0023	CP60	A01	
E01-0024.c1	E01-0024	CP60	A02	
E01-0025.c1	E01-0025	CP60	A03	
A01-0149.c1	A01-0149	CP60	A04	
A01-0150.c1	A01-0150	CP60	A05	
A01-0151.c1	A01-0151	CP60	B01	
A01-0152.c1	A01-0152	CP60	B02	
A01-0153.c1	A01-0153	CP60	B03	
B01-0047.c1	B01-0047	CP60	B04	
B01-0049.c1	B01-0049	CP60	B05	
A02-0283.c1	A02-0283	CP60	C01	
A02-0289.c1	A02-0289	CP60	C02	
A02-0290.c1	A02-0290	CP60	C03	
A02-0291.c1	A02-0291	CP60	C04	
D01-0008.c1	D01-0008	CP60	C05	
D01-0016.c1	D01-0016	CP60	D01	
G01-0037.c1	G01-0037	CP60	D02	
G01-0043.c1	G01-0043	CP60	D03	
G01-0047.c1	G01-0047	CP60	D04	
G01-0077.c1	G01-0077	CP60	D05	
A03-0085.c1	A03-0085	CP61	A01	
A03-0086.c1	A03-0086	CP61	A02	
A03-0087.c1	A03-0087	CP61	A03	
A03-0121.c1	A03-0121	CP61	A04	
A03-0132.c1	A03-0132	CP61	B01	
A03-0159.c1	A03-0159	CP61	B02	
A03-0163.c1	A03-0163	CP61	B03	
A03-0165.c1	A03-0165	CP61	B04	
A03-0168.c1	A03-0168	CP61	C01	
A03-0169.c1	A03-0169	CP61	C02	
A03-0171.c1	A03-0171	CP61	C03	
A03-0175.c1	A03-0175	CP61	C04	
A03-0176.c1	A03-0176	CP61	D01	
A03-0177.c1	A03-0177	CP61	D02	
A03-0181.c1	A03-0181	CP61	D03	
A03-0182.c1	A03-0182	CP61	D04	
A02-0292.c1	A02-0292	CP62	A01	
A02-0293.c1	A02-0293	CP62	A02	
A02-0294.c1	A02-0294	CP62	A03	
A02-0295.c1	A02-0295	CP62	A04	
A02-0296.c1	A02-0296	CP62	A05	
D01-0013.c1	D01-0013	CP62	A06	
D01-0014.c1	D01-0014	CP62	B01	
C01-0103.c1	C01-0103	CP62	B02	
C01-0104.c1	C01-0104	CP62	B03	
C01-0105.c1	C01-0105	CP62	B04	
C01-0106.c1	C01-0106	CP62	B05	
C01-0107.c1	C01-0107	CP62	B06	
K01-0025.c1	K01-0025	CP62	C01	
K01-0024.c1	K01-0024	CP62	C02	
K01-0040.c1	K01-0040	CP62	C03	
K01-0020.c1	K01-0020	CP62	C04	
H01-0065.c1	H01-0065	CP62	C05	
H01-0066.c1	H01-0066	CP62	C06	
H01-0067.c1	H01-0067	CP62	D01	
H01-0068.c1	H01-0068	CP62	D02	
H01-0073.c1	H01-0073	CP62	D03	
H01-0070.c1	H01-0070	CP62	D04	
H01-0101.c1	H01-0101	CP62	D05	
A02-0301.c1	A02-0301	CP64	A01	
A02-0302.c1	A02-0302	CP64	A02	
A02-0303.c1	A02-0303	CP64	A03	
A02-0304.c1	A02-0304	CP64	A04	
A02-0305.c1	A02-0305	CP64	B01	
A02-0306.c1	A02-0306	CP64	B02	
A03-0127.c1	A03-0127	CP64	B03	
A03-0134.c1	A03-0134	CP64	B04	
A03-0150.c1	A03-0150	CP64	C01	
A03-0180.c1	A03-0180	CP64	C02	
A03-0183.c1	A03-0183	CP64	C03	
A03-0185.c1	A03-0185	CP64	C04	
A03-0187.c1	A03-0187	CP64	D01	
A03-0189.c1	A03-0189	CP64	D02	
A01-0154.c1	A01-0154	CP65	A01	
A01-0155.c1	A01-0155	CP65	A02	
A01-0156.c1	A01-0156	CP65	A03	
A01-0157.c1	A01-0157	CP65	A04	
A01-0158.c1	A01-0158	CP65	B01	
C01-0108.c1	C01-0108	CP65	B02	
C01-0109.c1	C01-0109	CP65	B03	
C01-0110.c1	C01-0110	CP65	B04	
C01-0112.c1	C01-0112	CP65	C01	
C01-0111.c1	C01-0111	CP65	C02	
A03-0146.c1	A03-0146	CP65	C03	
A01-0159.c1	A01-0159	CP65	C04	
A03-0191.c1	A03-0191	CP65	D01	
A03-0192.c1	A03-0192	CP65	D02	
A03-0193.c1	A03-0193	CP65	D03	
D01-0001.c1	D01-0001	CP66	A01	
D01-0023.c1	D01-0023	CP66	A02	
K01-0007.c1	K01-0007	CP66	A03	
K01-0017.c1	K01-0017	CP66	A04	
K01-0019.c1	K01-0019	CP66	A05	
K01-0018.c1	K01-0018	CP66	A06	
L01-0025.c1	L01-0025	CP66	B01	
L01-0024.c1	L01-0024	CP66	B02	
L01-0023.c1	L01-0023	CP66	B03	
L01-0022.c1	L01-0022	CP66	B04	
L01-0021.c1	L01-0021	CP66	B05	
L01-0018.c1	L01-0018	CP66	B06	
L01-0016.c1	L01-0016	CP66	C01	
A02-0310.c1	A02-0310	CP66	C02	
A02-0309.c1	A02-0309	CP66	C03	
A02-0307.c1	A02-0307	CP66	C04	
A02-0278.c1	A02-0278	CP66	C05	
A02-0308.c1	A02-0308	CP66	C06	
D01-0004.c1	D01-0004	CP67	A01	
D01-0018.c1	D01-0018	CP67	A02	
H01-0104.c1	H01-0104	CP67	A03	
H01-0105.c1	H01-0105	CP67	A04	
H01-0106.c1	H01-0106	CP67	A05	
H01-0107.c1	H01-0107	CP67	A06	
H01-0108.c1	H01-0108	CP67	B01	
H01-0109.c1	H01-0109	CP67	B02	
A04-0003.c1	A04-0003	CP67	C05	
G01-0041.c1	G01-0041	CP67	C06	
G01-0046.c1	G01-0046	CP67	D01	
G01-0081.c1	G01-0081	CP67	D02	
G01-0096.c1	G01-0096	CP67	D03	
A02-0312.c1	A02-0312	CP67	D04	
A02-0213.c1	A02-0213	CP34	B06	
A02-0314.c1	A02-0314	CP67	D06	
H01-0110.c1	H01-0110	CP68	A01	
E02-0092.c1	E02-0092	CP68	A02	
E02-0093.c1	E02-0093	CP68	A03	
E02-0094.c1	E02-0094	CP68	A04	
E02-0095.c1	E02-0095	CP68	A05	
E02-0096.c1	E02-0096	CP68	A06	
A04-0001.c1	A04-0001	CP68	B01	
A04-0002.c1	A04-0002	CP68	B02	
A02-0288.c1	A02-0288	CP68	B03	
A02-0315.c1	A02-0315	CP68	B04	
A02-0317.c1	A02-0317	CP68	B05	
A02-0318.c1	A02-0318	CP68	B06	
A02-0320.c1	A02-0320	CP68	C01	
A02-0319.c1	A02-0319	CP68	C02	
A03-0195.c1	A03-0195	CP68	C03	
A03-0197.c1	A03-0197	CP68	C04	
A03-0162.c1	A03-0162	CP68	C05	
A03-0122.c1	A03-0122	CP68	C06	
A01-0160.c1	A01-0160	CP69	A01	
A01-0161.c1	A01-0161	CP69	A02	
A01-0162.c1	A01-0162	CP69	A03	
A01-0163.c1	A01-0163	CP69	A04	
A01-0164.c1	A01-0164	CP69	A05	
A01-0165.c1	A01-0165	CP69	A06	
A04-0004.c1	A04-0004	CP69	B01	
A04-0005.c1	A04-0005	CP69	B02	
C01-0113.c1	C01-0113	CP69	B03	
C01-0114.c1	C01-0114	CP69	B04	
C01-0115.c1	C01-0115	CP69	B05	
C01-0116.c1	C01-0116	CP69	B06	
C01-0117.c1	C01-0117	CP69	C01	
P01-0024.c1	P01-0024	CP69	C02	
P01-0025.c1	P01-0025	CP69	C03	
P01-0023.c1	P01-0023	CP69	C04	
P01-0030.c1	P01-0030	CP69	C05	
N02-0028.c1	N02-0028	CP69	C06	
N02-0040.c1	N02-0040	CP69	D01	
N02-0027.c1	N02-0027	CP69	D02	
N02-0030.c1	N02-0030	CP69	D03	
N02-0026.c1	N02-0026	CP69	D04	
A03-0226.c1	A03-0226	CP69	D05	
A03-0228.c1	A03-0228	CP69	D06	
B01-0076.c1	B01-0076	CP70	A01	
B01-0081.c1	B01-0081	CP70	A02	
B01-0086.c1	B01-0086	CP70	A03	
B01-0087.c1	B01-0087	CP70	A04	
B01-0091.c1	B01-0091	CP70	A05	
B01-0096.c1	B01-0096	CP70	A06	
B01-0097.c1	B01-0097	CP70	B01	
P01-0005.c1	P01-0005	CP70	B02	
P01-0015.c1	P01-0015	CP70	B03	
P01-0019.c1	P01-0019	CP70	B04	
P01-0021.c1	P01-0021	CP70	B05	
P01-0022.c1	P01-0022	CP70	B06	
K01-0002.c1	K01-0002	CP70	C01	
K01-0003.c1	K01-0003	CP70	C02	
K01-0005.c1	K01-0005	CP70	C03	
K01-0030.c1	K01-0030	CP70	C04	
L01-0011.c1	L01-0011	CP70	C05	
L01-0012.c1	L01-0012	CP70	C06	
L01-0014.c1	L01-0014	CP70	D01	
L01-0015.c1	L01-0015	CP70	D02	
L01-0017.c1	L01-0017	CP70	D03	
L01-0019.c1	L01-0019	CP70	D04	
L01-0020.c1	L01-0020	CP70	D05	
A02-0322.c1	A02-0322	CP70	D06	
A03-0116.c1	A03-0116	CP42	A06	
A03-0160.c1	A03-0160	CP71	A02	
A03-0172.c1	A03-0172	CP71	A03	
A03-0232.c1	A03-0232	CP71	A04	
A03-0230.c1	A03-0230	CP71	A05	
A03-0198.c1	A03-0198	CP71	A06	
E01-0053.c1	E01-0053	CP71	B01	
E01-0054.c1	E01-0054	CP71	B02	
E01-0055.c1	E01-0055	CP71	B03	
E01-0056.c1	E01-0056	CP71	B04	
G01-0082.c1	G01-0082	CP71	B05	
G01-0087.c1	G01-0087	CP71	B06	
D01-0005.c1	D01-0005	CP72	A01	
D01-0020.c1	D01-0020	CP72	A02	
G01-0091.c1	G01-0091	CP72	A03	
G01-0092.c1	G01-0092	CP72	A04	
G01-0097.c1	G01-0097	CP72	A05	
A01-0166.c1	A01-0166	CP72	A06	
A01-0167.c1	A01-0167	CP72	B01	
A01-0168.c1	A01-0168	CP72	B02	
A04-0006.c1	A04-0006	CP72	B03	
A04-0007.c1	A04-0007	CP72	B04	
A04-0008.c1	A04-0008	CP72	B05	
A02-0287.c1	A02-0287	CP72	B06	
A02-0316.c1	A02-0316	CP72	C01	
A02-0321.c1	A02-0321	CP72	C02	
A02-0324.c1	A02-0324	CP72	C03	
A02-0325.c1	A02-0325	CP72	C04	
A02-0326.c1	A02-0326	CP72	C05	
A02-0327.c1	A02-0327	CP72	C06	
A02-0329.c1	A02-0329	CP72	D01	
D01-0032.c1	D01-0032	CP72	D02	
D01-0045.c1	D01-0045	CP72	D03	
E02-0088.c1	E02-0088	CP72	D04	
E02-0087.c1	E02-0087	CP72	D05	
E02-0089.c1	E02-0089	CP72	D06	
E02-0090.c1	E02-0090	CP73	A01	
H01-0111.c1	H01-0111	CP73	A02	
H01-0112.c1	H01-0112	CP73	A03	
H01-0113.c1	H01-0113	CP73	A04	
H01-0114.c1	H01-0114	CP73	A05	
H01-0115.c1	H01-0115	CP73	A06	
H01-0116.c1	H01-0116	CP73	B01	
H01-0117.c1	H01-0117	CP73	B02	
A04-0009.c1	A04-0009	CP73	B03	
A04-0010.c1	A04-0010	CP73	B04	
C01-0118.c1	C01-0118	CP73	B05	
C01-0119.c1	C01-0119	CP73	B06	
C01-0120.c1	C01-0120	CP73	C01	
C01-0121.c1	C01-0121	CP73	C02	
C01-0122.c1	C01-0122	CP73	C03	
A02-0330.c1	A02-0330	CP73	C04	
A02-0331.c1	A02-0331	CP73	C05	
A02-0332.c1	A02-0332	CP73	C06	
A02-0333.c1	A02-0333	CP73	D01	
A02-0334.c1	A02-0334	CP73	D02	
A02-0336.c1	A02-0336	CP73	D03	
A02-0337.c1	A02-0337	CP73	D04	
A02-0338.c1	A02-0338	CP73	D05	
A02-0339.c1	A02-0339	CP73	D06	
B01-0077.c1	B01-0077	CP74	A01	
B01-0078.c1	B01-0078	CP74	A02	
B01-0082.c1	B01-0082	CP74	A03	
B01-0092.c1	B01-0092	CP74	A04	
N02-0031.c1	N02-0031	CP74	A05	
N02-0032.c1	N02-0032	CP74	A06	
N02-0033.c1	N02-0033	CP74	B01	
N02-0034.c1	N02-0034	CP74	B02	
N02-0035.c1	N02-0035	CP74	B03	
A01-0169.c1	A01-0169	CP74	B04	
A01-0170.c1	A01-0170	CP74	B05	
A01-0171.c1	A01-0171	CP74	B06	
D01-0036.c1	D01-0036	CP74	C01	
D01-0046.c1	D01-0046	CP74	C02	
